rotate_ang,res_dmxl_x,res_dmxl_y,res_dmxl_z,G11,G12,G13,O1,G21,G22,G23,O2,G31,G32,G33,O3,G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
12,53.788976178825756,37.03822656028152,671.1351067984466,-31.252637484879088,5.40498488545077,-6.148010117424781,744791.1344269516,20.167353283183036,95.39694686493787,25.777715102473522,-130188.39451997406,1.1054832437105409,-0.1428216713565301,117.28751118717784,-59941.13849544316,32.306953427662876,100.85529339357844,117.29280784308261,100.97028673249993,75.19138674641529,0.5445082360831368,-9.811957220853982,78.0631642673839,-7.361487868796322,23053.58616047105,-1290.8434464805523,-511.03848221993275
13,59.215386684493986,33.45736642495959,652.386422917239,-31.30633002452349,2.471314565570073,6.392958237705658,741097.5644754594,20.136386837533735,95.40129943311454,25.791871689087003,-129609.33885545784,1.0780241725148552,-0.149141167108287,117.29259779872788,-59459.4810174292,32.04783316100214,100.85684237385142,117.29764651338235,78.49334445202678,75.18330071537486,0.5315999747599357,-4.513555931319165,78.0814965974413,-7.8766874172349315,23124.732357171484,-1285.082259218745,-506.91111701585197
14,53.32476635514463,43.942133356662985,644.3275062661263,-28.841130551320905,8.211905090064366,-5.169522996029829,713263.65086293,20.039321657479483,95.42422020771409,25.79162432507652,-127769.81297347293,1.008401838422156,-0.12883416632706254,117.29489167533933,-58127.695960052726,30.429757880946774,100.85912997873874,117.29929703813119,99.78106319416061,75.18378982745664,0.4965718821289068,-15.893188045893783,78.14008549929541,-7.280708364051035,23439.67551938793,-1266.814546193359,-495.5502498975489
15,59.27067863729517,32.99531307635523,1126.073829271564,-29.434005002613823,1.6776128749186665,6.126103696561975,708678.1061505261,19.947334129334006,95.44607353179087,25.793107763789187,-126025.90526229543,0.9995597201097842,-0.1265587993331436,117.29511136860239,-57959.518447718714,30.111529053719917,100.86195268592496,117.29943856530853,78.2613903110679,75.18334230145231,0.4921464055761888,-3.2620860543092487,78.19562257635383,-7.216081621637812,23535.108592002154,-1249.4890482115566,-494.1159067479145
16,59.91479933010707,37.64552393722483,1155.9767655615008,-27.234332514471042,5.872625383432709,-6.029481034089096,681062.3398262763,19.857833346744517,95.46728572162476,25.78933273670481,-124329.59471561224,1.0353724117097796,-0.13155672119401612,117.29537460714496,-58627.62700703203,28.50528438629148,100.86340204100738,117.30001793449262,102.21153201937084,75.1857782444812,0.5098056855185943,-12.168550627136225,78.24964945262045,-7.241325598354851,23892.494128345097,-1232.6531943178395,-499.80919047917985
17,68.66090136073011,52.17998735590222,1785.7066929531916,-26.66093198336626,6.174756062267923,6.622862487548983,675507.4183479352,19.79794963302653,95.48080934155632,25.78423064992536,-123196.79147495807,1.1160448897723978,-0.14527994518072185,117.2981945679779,-60140.17109730503,28.156619367018834,100.8631266241486,117.30359377003613,76.39569654569725,75.18873476194807,0.5497287209979645,-13.039973177581775,78.28571668081246,-7.416711537292694,23991.06972121762,-1221.4254663553365,-512.6882234759559
18,64.89628121541563,61.13640632686765,2020.0337660696118,-26.137227653753914,-1.219750466198638,-3.302739542992779,644605.5794453836,19.779510883774975,95.48476730246078,25.78161429281126,-122848.68813094214,1.220905512694128,-0.16308687949345665,117.30378114591717,-62106.353219104756,26.373292344961374,100.86258708336678,117.31024796977637,97.19406476969569,75.19019103680145,0.6016129345382958,2.671893413121872,78.29679739135206,-7.608451607259293,24441.60444642156,-1217.9807367959243,-529.4196738472988
19,58.857076374603366,70.2406198015436,2036.193285792135,-23.883481920931747,10.161047272094653,-1.8308146358346993,639179.3811358777,19.801568083852356,95.48136195229748,25.78285196147339,-123261.35894560612,1.3243141154404265,-0.17944136327027577,117.30989481409681,-64042.09329304652,26.019597855539626,100.8640076246841,117.31750691339151,94.03483185750267,75.18967717045481,0.652695755128311,-23.046961129526018,78.28370079169197,-7.716445106045008,24565.305916124875,-1222.0549415829555,-545.8869266658127
20,70.93259286911497,36.98976008835784,2274.955389478094,-23.417620697688413,3.1316883576109458,6.779835607719283,613177.2380974947,19.820030957691802,95.47713508074096,25.795561741599016,-123609.59562353633,1.3532601761826883,-0.1945323420381529,117.31515308375049,-64614.856694422,24.579637954569204,100.86688235468847,117.32311920077966,73.9884345332607,75.18264113480886,0.667685013437886,-7.617092594388561,78.27257419919704,-8.18027931694977,24946.552883766493,-1225.472550929802,-550.7427447768761
21,70.17914427236525,69.36014010166896,2502.0031578776648,-23.237692634769704,-2.4626518114704403,-1.842275966722592,593864.4289634363,19.923747517959306,95.46653611490652,25.793312545930554,-125535.88251892744,1.4547177365100805,-0.20165019645606452,117.3162840384572,-66489.54812529498,23.44032836097081,100.87670794108122,117.32547620651968,94.50777005953147,75.18543885289134,0.7172214688716124,6.0494325760472405,78.21164617711769,-7.891940232543871,25335.158271598575,-1244.4486450950485,-566.7102344273308
22,89.89557371065544,37.91056864962125,2455.569578827553,-21.1476050345687,5.622367189965291,-5.893674301292906,580645.0441200556,20.016519690500992,95.4577901612082,25.794549460754308,-127256.41333825771,1.4777256424245573,-0.2050033035331377,117.31655316683027,-66919.92874872577,22.662030100735326,100.887112878032,117.3260386545734,105.0741113497791,75.18627510533545,0.7285731899864089,-14.888422644231182,78.15724741184096,-7.898171226029167,25621.934201791355,-1261.3743193553871,-570.3757624149293
23,51.80509212491678,98.61015670083547,2870.687440327952,-19.030533765052827,9.623886630666524,1.1195880009803656,556567.1105471491,20.129941545363078,95.44749661890361,25.790089198077965,-129300.20434104362,1.464198003111065,-0.2021072816339242,117.31553854007034,-66595.92797015476,21.35494993098033,100.89880008345078,117.32484948250448,86.99474405513686,75.19065009008769,0.7218422870542511,-26.826073136525245,78.09080457259614,-7.859032469277955,26062.674571749703,-1281.4840635775922,-567.6199736364083
24,68.36777478385025,64.27265402264322,3038.3805487728596,-18.539987508874574,4.838155930792824,6.49261466776965,535974.4098633856,20.1974923748934,95.44039880103354,25.783362232661307,-130615.0976325762,1.3686934486363271,-0.1872204291486465,117.3205634503508,-64873.566586197536,20.230989468239773,100.90386607833629,117.32869632597654,71.2811725471247,75.19536155879759,0.6746213506434993,-14.625611815156594,78.05112410807499,-7.789018175244318,26492.74325928552,-1294.4508739751727,-552.9215666554248
25,62.68714428928926,45.42106704804326,3424.69074564451,-18.558219375231722,-1.0335098385056667,5.4131968288437875,520459.4039426326,20.233953040715893,95.43472089803954,25.784815813607512,-131298.37312474367,1.304612360261671,-0.1847997131428613,117.32729805172758,-63695.21196374411,19.359192877630992,100.90617193750967,117.33469662663063,73.76253732142226,75.19485390046259,0.6434291352618434,3.1875174669525177,78.0294839273653,-8.062369105209031,26884.354488972986,-1301.1926882535554,-542.8506127767807
26,41.342876564949,88.87850679033103,3757.332981849725,-17.86581652634764,-3.5952047906571716,1.4947047660353001,501265.2818387518,20.22907636851587,95.4375837642662,25.77664624838623,-131200.94919793538,1.1641248276995246,-0.15244890734664623,117.33690335369151,-61029.693147495665,18.285159008810655,100.90581458617247,117.34277700786427,85.31117345826432,75.19959830981641,0.5732782263981394,11.377884756993177,78.03263444522892,-7.4607591672567475,27413.777566671335,-1300.231802656835,-520.0975697328646
27,60.09305951560167,107.65073137827619,4087.7449981666164,-16.46375852068001,-3.5941307204952806,-1.7847726586825163,476782.8224248958,20.19024897620961,95.44461969607923,25.781551443141336,-130470.02166518015,1.0787021280849622,-0.13833752935195806,117.34420672334474,-59425.86884724797,16.945752674533292,100.90594619479008,117.34924621438446,96.04575979393516,75.19673721804655,0.5309973711626316,12.314785676239136,78.05579927422045,-7.307974402314962,28135.830351249184,-1292.986455063007,-506.4017943386129
28,87.9889210400335,114.79679474311129,4537.122936946589,-14.846859877829155,-2.958836719470713,-3.495584390308548,450539.8115975818,20.13305309219772,95.45666594686512,25.789282614422916,-129376.26853176957,1.0294830917653934,-0.13163193958501881,117.34816364169487,-58492.22034826046,15.537151386085872,100.90788868206106,117.35275315254323,103.00183861353078,75.19248817099657,0.5067288191717398,11.270834074403776,78.09012777151698,-7.286426259209532,28997.581371386896,-1282.12244078762,-498.4307464199687
