f,att_rot,G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
233.49999999999997,-1,125.43697864813724,124.09928759676086,94.24266900204059,92.14471156751213,90.1578051058014,2.373242683339605,19.935559761296798,-75.03747365960707,63.16431352931693,3015.1446682796745,-5309.631467763458,-1143.1845732974282
233.49999999999997,0,125.32293798218997,123.92272693208602,94.2082677779315,92.14558893300779,90.15800648466148,2.3730866080895603,19.982630108272215,-75.08598168635137,63.18778602958154,2972.811737593344,-5253.9093818252595,-1143.3962251425808
233.49999999999997,1,125.20735463818102,123.7448206177526,94.17251527638943,92.14645557367093,90.15820123765224,2.3729012606905067,20.02968583989051,-75.13451170920625,63.20948310007189,2929.31385518713,-5196.4947093462415,-1143.5847393740391
233.49999999999997,2,125.09031786973198,123.56570151230687,94.13544357728314,92.14731087686674,90.15838940245051,2.3726865963840487,20.076696162611455,-75.18303153694441,63.22942239042732,2884.673781016676,-5137.414200781054,-1143.7500563047586
233.49999999999997,3,124.97191647534926,123.38549990070557,94.09708576472391,92.14815434284635,90.15857067049451,2.3724430526681144,20.123631062298102,-75.23150992152108,63.24761490612089,2838.914314472379,-5076.694776534731,-1143.8924157850934
233.49999999999997,4,124.85223901188047,123.20434668252388,94.05747580208238,92.14898539383782,90.1587445363559,2.3721709153109134,20.170461087591352,-75.279915325362,63.26411923221629,2792.058335817232,-5014.363923139167,-1144.0123193173386
233.49999999999997,5,124.73137479103319,123.02237256964281,94.01664850186988,92.14980354057684,90.15891117686647,2.3718704220229756,20.21715667758044,-75.32821626971794,63.27894185080004,2744.129019756429,-4950.449558369934,-1144.1097130488945
233.49999999999997,6,124.60941307158623,122.8397062220927,93.97463949154739,92.15060823826532,90.15907022833302,2.3715417736211504,20.26368860822989,-75.37638187057797,63.29208103799289,2695.149677739773,-4884.979844831725,-1144.18469423476
233.49999999999997,7,124.48644262129791,122.65647640806374,93.93148514130566,92.15139900532937,90.15922157103547,2.3711852379729743,20.310028301812952,-75.42438115923065,63.303560066605066,2645.143643690686,-4817.983417682456,-1144.2373681145368
233.49999999999997,8,124.362552332327,122.47280994999758,93.88722252812532,92.15217539808559,90.1593649902864,2.3708009892604234,20.35614735317307,-75.47218374783309,63.31339187470278,2594.1344100088727,-4749.4891119090025,-1144.2679383951802
233.49999999999997,9,124.23783083709316,122.28883345278727,93.84188941294866,92.1529369018592,90.1595002507698,2.370389428669737,20.402017657218945,-75.51975918176086,63.32159640433861,2542.145600335537,-4679.526235612934,-1144.276563752674
233.49999999999997,10,124.11236587937277,122.10467111275076,93.79552412402343,92.15368311038144,90.15962733142389,2.369951222662366,20.447612258404572,-75.56707777715637,63.32823429555647,2489.200636717043,-4608.124155361745,-1144.263967528187
233.49999999999997,11,123.9862454772751,121.92044653146606,93.7481655408827,92.15441355300472,90.15974587048863,2.369486158307377,20.492903518283146,-75.61410991333055,63.333259693504,2435.3232894639104,-4535.312642188029,-1144.2296261774802
233.49999999999997,12,123.85955663988253,121.73628099191329,93.69985309461107,92.15512789715915,90.15985593391189,2.36899505037929,20.537865099403756,-75.66082656105608,63.336755256714106,2380.5372338091056,-4461.121662071054,-1144.1744299624381
233.49999999999997,13,123.73238556383751,121.55229506666805,93.6506265963948,92.15582566739833,90.15995723165588,2.368478198184245,20.582471235788734,-75.70719884568616,63.33871752653095,2324.8660129795635,-4385.581446057923,-1144.0984596237013
